videoId,text,likeCount,published,text_raw,text_clean,tokens,is_question,question_category,question_confidence,llm_error
9saj1Kg7S1I,"최근 시작한 메린인데 아이템 버닝 업그레이드 할 때 도전의 문장은 메이플 포인트로 구매하는게 좋은가요?

늦게시작해서 그런지 일주일에 500개씩 주는 도전의 문장으로는 너무 업그레이드가 느리고 잘하면 챌섭기간까지 도전의 문장때문에 못 맞출수도 있을거같던데 

이 경우에는 메소와 메이플포인트를 써서 도전의문장 구매를 해줘야되는건가요?",1,2026-08-07 17:50:22+00:00,"최근 시작한 메린인데 아이템 버닝 업그레이드 할 때 도전의 문장은 메이플 포인트로 구매하는게 좋은가요?

늦게시작해서 그런지 일주일에 500개씩 주는 도전의 문장으로는 너무 업그레이드가 느리고 잘하면 챌섭기간까지 도전의 문장때문에 못 맞출수도 있을거같던데 

이 경우에는 메소와 메이플포인트를 써서 도전의문장 구매를 해줘야되는건가요?",최근 시작한 메린인데 아이템 버닝 업그레이드 할 때 도전의 문장은 메이플 포인트로 구매하는게 좋은가요? 늦게시작해서 그런지 일주일에 500개씩 주는 도전의 문장으로는 너무 업그레이드가 느리고 잘하면 챌섭기간까지 도전의 문장때문에 못 맞출수도 있을거같던데 이 경우에는 메소와 메이플포인트를 써서 도전의문장 구매를 해줘야되는건가요?,"['최근', '시작', '메린', '아이템', '버닝', '업그레이드', '하', '때', '도전', '문장', '메이플', '포인트', '구매', '것', '좋', '늦', '시작', '그렇', '일주일', '개', '주', '도전', '문장', '업그레이드', '느리', '하', '챌섭', '기간', '도전', '문장', '때문', '맞추', '수', '있', '거', '같', '경우', '메소', '메이플', '포인트', '쓰', '도전', '문장', '구매', '하', '되', '거']",True,이벤트,0.95,
9saj1Kg7S1I,하버 또 주나요??,1,2026-08-07 16:52:49+00:00,하버 또 주나요??,하버 또 주나요??,"['하버', '주']",True,이벤트,1.0,
9saj1Kg7S1I,전투력 4900만인데 이지 윌을 못잡아서 아이템버닝 담단계로 넘어갈수가없어요ㅠ,1,2026-08-07 15:52:19+00:00,전투력 4900만인데 이지 윌을 못잡아서 아이템버닝 담단계로 넘어갈수가없어요ㅠ,전투력 4900만인데 이지 윌을 못잡아서 아이템버닝 담단계로 넘어갈수가없어요ㅠ,"['전투력', '이지', '윌', '잡', '아이템버닝', '담', '단계', '넘어가', '수', '없']",True,보스,0.95,
j__MUJTquJw,저 궁금한게 11:39초에 보면 저건 스태프 착용 시 합쳐진 % 아닌가요? 그러면 기본을 보고 계산하는게 맞지 않나요?,0,2026-08-07 14:25:32+00:00,저 궁금한게 11:39초에 보면 저건 스태프 착용 시 합쳐진 % 아닌가요? 그러면 기본을 보고 계산하는게 맞지 않나요?,저 궁금한게 11 39초에 보면 저건 스태프 착용 시 합쳐진 아닌가요? 그러면 기본을 보고 계산하는게 맞지 않나요?,"['궁금하', '것', '초', '보', '스태프', '착용', '시', '합치', '기본', '보', '계산', '것', '맞']",True,시스템,0.95,
9saj1Kg7S1I,오늘 시작한 메린이인데 제네시스패스?? 그거 가능할까요??  잼이님 유튜브 보면서 꾸역꾸역 정보들 습득 중입니다 ㅠㅠ,2,2026-08-07 13:20:32+00:00,오늘 시작한 메린이인데 제네시스패스?? 그거 가능할까요??  잼이님 유튜브 보면서 꾸역꾸역 정보들 습득 중입니다 ㅠㅠ,오늘 시작한 메린이인데 제네시스패스?? 그거 가능할까요?? 잼이님 유튜브 보면서 꾸역꾸역 정보들 습득 중입니다 ㅠㅠ,"['시작', '메린', '제네시스패스', '가능', '잼', '님', '유튜브', '보', '정보', '습득', '중']",True,이벤트,0.95,
9saj1Kg7S1I,"안녕하세요 지난 7월 부터 다시 시작
한 메린이 입니다 현재 어떻게 해야
할지 몰라서요 물어 봅니다",1,2026-08-07 12:48:06+00:00,"안녕하세요 지난 7월 부터 다시 시작
한 메린이 입니다 현재 어떻게 해야
할지 몰라서요 물어 봅니다",안녕하세요 지난 7월 부터 다시 시작 한 메린이 입니다 현재 어떻게 해야 할지 몰라서요 물어 봅니다,"['안녕', '지나', '월', '시작', '메린', '어떻', '하', '모르', '묻']",True,육성_레벨링,1.0,
9saj1Kg7S1I,"궁금한거있는데 9월달 벨페보고 신6차 뚫을꺼라서 아직 안뚫엇는데  환산주스텟에서 6차강화가 하필 신6차라서  
그리고 6차강화는 항상 환산주스텟 추천대로 강화를 해야하나여? 아니면 추천대로 안해도 상관없지 않나여? 어차피 6차코어는 다 강화해야하는데 추천대로  효율있게 강화 하라고 나와있어서 그런지....",1,2026-08-07 12:34:06+00:00,"궁금한거있는데 9월달 벨페보고 신6차 뚫을꺼라서 아직 안뚫엇는데  환산주스텟에서 6차강화가 하필 신6차라서  
그리고 6차강화는 항상 환산주스텟 추천대로 강화를 해야하나여? 아니면 추천대로 안해도 상관없지 않나여? 어차피 6차코어는 다 강화해야하는데 추천대로  효율있게 강화 하라고 나와있어서 그런지....",궁금한거있는데 9월달 벨페보고 신6차 뚫을꺼라서 아직 안뚫엇는데 환산주스텟에서 6차강화가 하필 신6차라서 그리고 6차강화는 항상 환산주스텟 추천대로 강화를 해야하나여? 아니면 추천대로 안해도 상관없지 않나여? 어차피 6차코어는 다 강화해야하는데 추천대로 효율있게 강화 하라고 나와있어서 그런지,"['거', '있', '월', '달', '벨페', '보', '차', '뚫', '꺼', '뚫', '환산주스텟', '차', '강화', '차', '차', '강화', '환산주스텟', '추천', '강화', '하', '추천', '하', '상관없', '차', '코어', '강화', '추천', '효율', '있', '강화', '하', '나오', '그렇']",True,스킬_6차,1.0,
9saj1Kg7S1I,하드메이린 최소컷까지 템셋팅 방법 알려주실 수 있으실까요 😢,2,2026-08-07 12:33:56+00:00,하드메이린 최소컷까지 템셋팅 방법 알려주실 수 있으실까요 😢,하드메이린 최소컷까지 템셋팅 방법 알려주실 수 있으실까요,"['하드메이린', '최소', '컷', '템', '셋팅', '방법', '알리', '수', '있']",True,보스,0.95,
9saj1Kg7S1I,메린이 1차 해방까지 끝났는데 뭘 해야할지 모르겠어요… 메이린 노말까지 다 잡았는데…..,2,2026-08-07 12:05:45+00:00,메린이 1차 해방까지 끝났는데 뭘 해야할지 모르겠어요… 메이린 노말까지 다 잡았는데…..,메린이 1차 해방까지 끝났는데 뭘 해야할지 모르겠어요 메이린 노말까지 다 잡았는데,"['메린', '차', '해방', '끝나', '하', '모르', '메이', '린', '노', '말', '잡']",True,육성_레벨링,1.0,
9saj1Kg7S1I,일단 메린이친구한테 바로 링크 공유했습니다!!! 1억은 넘겼는데 그이후도 부탁드려도될까요,2,2026-08-07 12:01:42+00:00,일단 메린이친구한테 바로 링크 공유했습니다!!! 1억은 넘겼는데 그이후도 부탁드려도될까요,일단 메린이친구한테 바로 링크 공유했습니다 1억은 넘겼는데 그이후도 부탁드려도될까요,"['메리', '친구', '링크', '공유', '넘기', '이후', '부탁', '드리', '되']",True,육성_레벨링,1.0,
GeniNYE0V5M,혹시 윈브인데 연합의 의지퀘는 깬것같은데 스킬이없으면 어캐해야되나요??,1,2026-08-07 08:38:21+00:00,혹시 윈브인데 연합의 의지퀘는 깬것같은데 스킬이없으면 어캐해야되나요??,혹시 윈브인데 연합의 의지퀘는 깬것같은데 스킬이없으면 어캐해야되나요??,"['윈', '브이', '연합', '의지', '퀘', '깨', '것', '같', '스킬', '없', '어캐', '되']",True,시스템,0.95,
9mbc6ESMMvo,"창섭이형 의도, 기획 다 좋은데 이런 건 잠재 좀 잘 뜨게해주면 안 되나?",0,2026-08-07 05:39:53+00:00,"창섭이형 의도, 기획 다 좋은데 이런 건 잠재 좀 잘 뜨게해주면 안 되나?",창섭이형 의도 기획 다 좋은데 이런 건 잠재 좀 잘 뜨게해주면 안 되나?,"['창섭', '형', '의도', '기획', '좋', '거', '잠재', '뜨', '되']",True,장비_아이템,0.8,
6bLaTCHm-8A,2:29 여기에 나오는 오른쪽  머리랑 상의는 코디가 뭔가용? 되게 이쁘네요,0,2026-08-07 03:40:52+00:00,2:29 여기에 나오는 오른쪽  머리랑 상의는 코디가 뭔가용? 되게 이쁘네요,2 29 여기에 나오는 오른쪽 머리랑 상의는 코디가 뭔가용? 되게 이쁘네요,"['나오', '오른쪽', '머리', '상의', '코디', '이쁘']",True,기타,0.95,
9mbc6ESMMvo,이번엔 렌 메m공략 없나요 ㅠ,0,2026-08-07 01:08:46+00:00,이번엔 렌 메m공략 없나요 ㅠ,이번엔 렌 메m공략 없나요 ㅠ,"['이번', '렌', '메', '공략', '없']",True,기타,0.95,
Jg9xSIh9-ls,"메린인데 알랴쥬새여….
여명셋 악세부위는 어떤 주문서 발라야하나요…??ㅠㅠㅠㅠ",0,2026-08-07 00:47:41+00:00,"메린인데 알랴쥬새여….
여명셋 악세부위는 어떤 주문서 발라야하나요…??ㅠㅠㅠㅠ",메린인데 알랴쥬새여 여명셋 악세부위는 어떤 주문서 발라야하나요 ??ㅠㅠ,"['메린', '알랴쥬새여', '여명셋', '악세', '부위', '주문서', '바르']",True,장비_아이템,1.0,
j__MUJTquJw,3-5에서 궁수가 드래곤 버스트를 너무 뒤에서 써서 몹이 한 마리가 남게 되는데 어쩌죠? 자꾸 조디악 레이를 1웨이브에 써버리네요,1,2026-08-06 13:29:32+00:00,3-5에서 궁수가 드래곤 버스트를 너무 뒤에서 써서 몹이 한 마리가 남게 되는데 어쩌죠? 자꾸 조디악 레이를 1웨이브에 써버리네요,3 5에서 궁수가 드래곤 버스트를 너무 뒤에서 써서 몹이 한 마리가 남게 되는데 어쩌죠? 자꾸 조디악 레이를 1웨이브에 써버리네요,"['궁수', '드래곤', '버스트', '뒤', '쓰', '몹', '마리', '남', '되', '어쩌', '조디악', '레이', '웨이브', '쓰']",True,사냥,0.95,
9mbc6ESMMvo,3-1 이후 스테이지에서 전사 두번째극딜이랑 보스랑 타이밍이 맞으면 뒷스테이지 가도 되나요?,0,2026-08-06 11:45:39+00:00,3-1 이후 스테이지에서 전사 두번째극딜이랑 보스랑 타이밍이 맞으면 뒷스테이지 가도 되나요?,3 1 이후 스테이지에서 전사 두번째극딜이랑 보스랑 타이밍이 맞으면 뒷스테이지 가도 되나요?,"['이후', '스테이지', '전사', '두번째극딜', '보스', '타이밍', '맞', '뒷', '스테이지', '가', '되']",True,보스,0.95,
j__MUJTquJw,10:25 반복사냥세팅,0,2026-08-06 11:13:26+00:00,10:25 반복사냥세팅,10 25 반복사냥세팅,"['반복', '사냥', '세팅']",True,사냥,0.95,
f3DLA1EU8vw,카오스 2-3 방여구 다빼고 하는 재시작 오프라인일때도 해도 되나요 오프라인이면 템 다끼고 카오스 1-1 해놔야되나요 걍 카오스 2-3 방여구 다빼고 하는 재시작 오프라인도 그렇게 해도 되나요?,0,2026-08-06 10:48:38+00:00,카오스 2-3 방여구 다빼고 하는 재시작 오프라인일때도 해도 되나요 오프라인이면 템 다끼고 카오스 1-1 해놔야되나요 걍 카오스 2-3 방여구 다빼고 하는 재시작 오프라인도 그렇게 해도 되나요?,카오스 2 3 방여구 다빼고 하는 재시작 오프라인일때도 해도 되나요 오프라인이면 템 다끼고 카오스 1 1 해놔야되나요 걍 카오스 2 3 방여구 다빼고 하는 재시작 오프라인도 그렇게 해도 되나요?,"['카오스', '방', '여', '구', '빼', '하', '시작', '오프라인', '때', '하', '되', '오프라인', '템', '끼', '카오스', '되', '카오스', '방', '여', '구', '빼', '하', '시작', '오프라인', '그렇', '하', '되']",True,시스템,0.95,
9mbc6ESMMvo,지금 레벨 49 49 49 인데 오프라인 기준 경험치는 카 1-1 두면 되나요?,0,2026-08-06 10:45:55+00:00,지금 레벨 49 49 49 인데 오프라인 기준 경험치는 카 1-1 두면 되나요?,지금 레벨 49 49 49 인데 오프라인 기준 경험치는 카 1 1 두면 되나요?,"['레벨', '오프라인', '기준', '경험치', '카', '되']",True,육성_레벨링,0.95,
j__MUJTquJw,이지랄안해도 방치하면 어차피 다깨지않나요,0,2026-08-06 09:54:02+00:00,이지랄안해도 방치하면 어차피 다깨지않나요,이지랄안해도 방치하면 어차피 다깨지않나요,"['지랄', '하', '방치', '깨']",True,보스,0.95,
GeniNYE0V5M,선생님 환산보면 헥환옆에 주의(방패모양 느낌표)에 정령의 축복 30렙 아니라고 나오는데 20렙이 끝 아닌가요? 어떻게 더 올리나요?,1,2026-08-06 05:55:55+00:00,선생님 환산보면 헥환옆에 주의(방패모양 느낌표)에 정령의 축복 30렙 아니라고 나오는데 20렙이 끝 아닌가요? 어떻게 더 올리나요?,선생님 환산보면 헥환옆에 주의 방패모양 느낌표 에 정령의 축복 30렙 아니라고 나오는데 20렙이 끝 아닌가요? 어떻게 더 올리나요?,"['선생', '환산', '보', '헥환', '옆', '주', '방패', '모양', '느낌표', '정령', '축복', '30렙', '나오', '20렙', '끝', '어떻', '올리']",True,시스템,1.0,
f92dfu0biJI,레테 전용인가요?,0,2026-08-06 02:30:50+00:00,레테 전용인가요?,레테 전용인가요?,"['레테', '전']",True,장비_아이템,1.0,
GeniNYE0V5M,루타 칭호 연모로 잡아도 주나여?,1,2026-08-05 19:52:34+00:00,루타 칭호 연모로 잡아도 주나여?,루타 칭호 연모로 잡아도 주나여?,"['루', '타', '칭호', '연모', '잡']",True,보스,1.0,
GeniNYE0V5M,챌섭으로 복귀한 유저인데 아무리 찾아봐도 일격필살이라는 이름이 없는데 어떤거죠 ㅠ,2,2026-08-05 17:51:17+00:00,챌섭으로 복귀한 유저인데 아무리 찾아봐도 일격필살이라는 이름이 없는데 어떤거죠 ㅠ,챌섭으로 복귀한 유저인데 아무리 찾아봐도 일격필살이라는 이름이 없는데 어떤거죠 ㅠ,"['챌섭', '복귀', '유저', '찾아보', '일격', '필살', '이름', '없', '데', '어떻', '거']",True,시스템,0.95,
GeniNYE0V5M,잼이님 보스 장비 프리셋에 장비를 등록해놓으면 사냥 장비프리셋 등록할때 장비가 없어서 동일한 장비를 쓸수가없어요.. 방법이없나요?,2,2026-08-05 13:44:03+00:00,잼이님 보스 장비 프리셋에 장비를 등록해놓으면 사냥 장비프리셋 등록할때 장비가 없어서 동일한 장비를 쓸수가없어요.. 방법이없나요?,잼이님 보스 장비 프리셋에 장비를 등록해놓으면 사냥 장비프리셋 등록할때 장비가 없어서 동일한 장비를 쓸수가없어요 방법이없나요?,"['잼', '님', '보스', '장비', '프리셋', '장비', '등록', '사냥', '장비', '프리', '셋', '등록', '때', '장비', '없', '동일', '장비', '쓰', '수', '없', '방법', '없']",True,시스템,1.0,
9mbc6ESMMvo,14초부터 나오는 음악 제목 아시는뷴...ㅠㅠ,0,2026-08-05 13:03:52+00:00,14초부터 나오는 음악 제목 아시는뷴...ㅠㅠ,14초부터 나오는 음악 제목 아시는뷴 ㅠㅠ,"['초', '나오', '음악', '제목', '알', '뷰']",True,기타,1.0,
GeniNYE0V5M,일주일 전에 시작했는데 보스 장신구 세트는 언제까지 끼는게 좋을까요? 바꿔야 한다면 얼마 정도로 어떤 세트로 바꾸는게 나을까요,1,2026-08-05 12:41:26+00:00,일주일 전에 시작했는데 보스 장신구 세트는 언제까지 끼는게 좋을까요? 바꿔야 한다면 얼마 정도로 어떤 세트로 바꾸는게 나을까요,일주일 전에 시작했는데 보스 장신구 세트는 언제까지 끼는게 좋을까요? 바꿔야 한다면 얼마 정도로 어떤 세트로 바꾸는게 나을까요,"['일주일', '전', '시작', '보스', '장신구', '세트', '끼', '것', '좋', '바꾸', '얼마', '정도', '세트', '바꾸', '것', '낫']",True,장비_아이템,0.95,
GeniNYE0V5M,"영상도 좋지만 
건강도 같이 챙기세여 아프신 건 다 나으셨는지? ^^",1,2026-08-05 12:30:50+00:00,"영상도 좋지만 
건강도 같이 챙기세여 아프신 건 다 나으셨는지? ^^",영상도 좋지만 건강도 같이 챙기세여 아프신 건 다 나으셨는지?,"['영상', '좋', '건강', '챙기', '아프', '거', '낫']",True,기타,0.95,
9mbc6ESMMvo,8단계합성 8번했는데 7번이 스태프가 맞냐.... 확률조작아니누,0,2026-08-05 11:55:35+00:00,8단계합성 8번했는데 7번이 스태프가 맞냐.... 확률조작아니누,8단계합성 8번했는데 7번이 스태프가 맞냐 확률조작아니누,"['단계', '합성', '번', '번', '스태프', '맞', '확률', '조작']",True,시스템,0.9,
j__MUJTquJw,"이해가 너무 안가는 부분이 있어서 댓글 남깁니다.
3-4 템 파밍할 때 왜 무기만 장착하는 건가요?",0,2026-08-05 11:20:44+00:00,"이해가 너무 안가는 부분이 있어서 댓글 남깁니다.
3-4 템 파밍할 때 왜 무기만 장착하는 건가요?",이해가 너무 안가는 부분이 있어서 댓글 남깁니다 3 4 템 파밍할 때 왜 무기만 장착하는 건가요?,"['이해', '가', '부분', '있', '댓글', '남기', '템', '파밍', '때', '무기', '장착', '거']",True,장비_아이템,1.0,
9mbc6ESMMvo,카오스 3-3에 뺑뺑이 도는데 아직도 코인 못먹으면 버그 맞죠,0,2026-08-05 10:44:44+00:00,카오스 3-3에 뺑뺑이 도는데 아직도 코인 못먹으면 버그 맞죠,카오스 3 3에 뺑뺑이 도는데 아직도 코인 못먹으면 버그 맞죠,"['카오스', '뺑뺑이', '도', '코인', '먹', '버그', '맞']",True,시스템,0.95,
9mbc6ESMMvo,궁금한게 울티마 겜끄면 코인안쌓이나요 ?,0,2026-08-05 10:28:03+00:00,궁금한게 울티마 겜끄면 코인안쌓이나요 ?,궁금한게 울티마 겜끄면 코인안쌓이나요 ?,"['궁금하', '것', '울티마', '것', '끄', '코인', '쌓이']",True,시스템,1.0,
9mbc6ESMMvo,아니 도대체 어떻게 벌써 카오스 가는겨,0,2026-08-05 08:54:17+00:00,아니 도대체 어떻게 벌써 카오스 가는겨,아니 도대체 어떻게 벌써 카오스 가는겨,"['어떻', '카오스', '가']",True,육성_레벨링,0.95,
FMUmSNtWlEU,메이플은 이제 사냥이란게 없어졌나요?,2,2026-08-05 08:09:48+00:00,메이플은 이제 사냥이란게 없어졌나요?,메이플은 이제 사냥이란게 없어졌나요?,"['메이플', '사냥', '것', '없']",True,사냥,1.0,
9mbc6ESMMvo,3:40 스킬,8,2026-08-05 08:06:53+00:00,3:40 스킬,3 40 스킬,['스킬'],True,스킬_6차,0.8,
9mbc6ESMMvo,제네시스는 안 나오고 에테르넬만 계속 중복인데 확률이라 어쩔 수 없는 거겠죠..?,0,2026-08-05 07:56:57+00:00,제네시스는 안 나오고 에테르넬만 계속 중복인데 확률이라 어쩔 수 없는 거겠죠..?,제네시스는 안 나오고 에테르넬만 계속 중복인데 확률이라 어쩔 수 없는 거겠죠 ?,"['제네시스', '나오', '에테르넬', '중복', '확률', '어쩌', '수', '없', '거']",True,장비_아이템,0.95,
9mbc6ESMMvo,"맑음님 안녕하세요 지금 45레벨에 3-4까지 깬 상태인데 50레벨찍고 편하게 나머지 밀려고합니다 레벨링 어느지역에서 어떻게 하는게 좋을까요??
찾아보니 3-4에서 무기만끼고 극딜끼고 자살런 하라던데 이건 템파밍빌드같아서요..
저는 어차피 렙올리고갈거니까 템파밍은 필요없고 경험치 고효율뺑뺑이로 가고싶은데 어느맵에서 어떤스킬끼고 돌리는게 좋을까요??",0,2026-08-05 07:53:14+00:00,"맑음님 안녕하세요 지금 45레벨에 3-4까지 깬 상태인데 50레벨찍고 편하게 나머지 밀려고합니다 레벨링 어느지역에서 어떻게 하는게 좋을까요??
찾아보니 3-4에서 무기만끼고 극딜끼고 자살런 하라던데 이건 템파밍빌드같아서요..
저는 어차피 렙올리고갈거니까 템파밍은 필요없고 경험치 고효율뺑뺑이로 가고싶은데 어느맵에서 어떤스킬끼고 돌리는게 좋을까요??",맑음님 안녕하세요 지금 45레벨에 3 4까지 깬 상태인데 50레벨찍고 편하게 나머지 밀려고합니다 레벨링 어느지역에서 어떻게 하는게 좋을까요?? 찾아보니 3 4에서 무기만끼고 극딜끼고 자살런 하라던데 이건 템파밍빌드같아서요 저는 어차피 렙올리고갈거니까 템파밍은 필요없고 경험치 고효율뺑뺑이로 가고싶은데 어느맵에서 어떤스킬끼고 돌리는게 좋을까요??,"['맑음', '안녕', '레벨', '깨', '상태', '레벨', '찍', '편하', '나머지', '밀', '레벨링', '지역', '어떻', '하', '것', '좋', '찾아보', '무기', '끼', '극딜', '끼', '자살런', '하', '하', '템파밍빌드', '같', '렙', '올리', '가', '거', '템파밍', '필요', '없', '경험', '효율', '뺑뺑이', '가', '맵', '스킬', '끼', '돌리', '것', '좋']",True,육성_레벨링,1.0,
9mbc6ESMMvo,카오스에서 경험치는 어디서 먹여야할까요?,0,2026-08-05 06:29:40+00:00,카오스에서 경험치는 어디서 먹여야할까요?,카오스에서 경험치는 어디서 먹여야할까요?,"['카오스', '경험치', '먹이']",True,육성_레벨링,0.95,
9mbc6ESMMvo,허어 내가 51인데 하필 51 빌드가 없노,0,2026-08-05 06:09:57+00:00,허어 내가 51인데 하필 51 빌드가 없노,허어 내가 51인데 하필 51 빌드가 없노,"['빌', '드', '없']",True,사냥,0.8,
9mbc6ESMMvo,메m공략 가지고와줘 제바루,0,2026-08-05 05:50:39+00:00,메m공략 가지고와줘 제바루,메m공략 가지고와줘 제바루,"['메', '공략', '가지', '오', '제바루']",True,기타,0.95,
9mbc6ESMMvo,스테이지 클탐 싸움 할 때는 쿨감 공속  필요없나보네,0,2026-08-05 05:42:21+00:00,스테이지 클탐 싸움 할 때는 쿨감 공속  필요없나보네,스테이지 클탐 싸움 할 때는 쿨감 공속 필요없나보네,"['스테이지', '크', '탐', '싸움', '하', '때', '쿨', '감', '공', '속', '필요', '없']",True,스펙업,0.9,
9mbc6ESMMvo,그냥 카오스코인 사서 경험치 바꾸고 방치시켜놨음 나중에 코인샵 개편해주려나,0,2026-08-05 05:33:26+00:00,그냥 카오스코인 사서 경험치 바꾸고 방치시켜놨음 나중에 코인샵 개편해주려나,그냥 카오스코인 사서 경험치 바꾸고 방치시켜놨음 나중에 코인샵 개편해주려나,"['카오스코인', '사', '경험치', '바꾸', '방치', '나중', '코인', '샵', '개편']",True,이벤트,0.9,
9mbc6ESMMvo,레벨 개높네 ㄷㄷ .. 43 44렙은 어디가야하지,0,2026-08-05 05:20:47+00:00,레벨 개높네 ㄷㄷ .. 43 44렙은 어디가야하지,레벨 개높네 ㄷㄷ 43 44렙은 어디가야하지,"['레벨', '개', '높', '렙', '가']",True,육성_레벨링,1.0,
9mbc6ESMMvo,"지금 3지역에서 마지막단계 앞두고 있습니다.
전사 39 궁수39 법사 36인가? 하는데  장비는  전사 5상 4상정도 있고 궁수도  법사도 거의 비슷한데
3지역 마지막 단계  보스머리위에 무슨 타이머같은게  있더라구여  좀 힘들긴한데  차라리 40찍고 가면되나여 ?",1,2026-08-05 05:19:18+00:00,"지금 3지역에서 마지막단계 앞두고 있습니다.
전사 39 궁수39 법사 36인가? 하는데  장비는  전사 5상 4상정도 있고 궁수도  법사도 거의 비슷한데
3지역 마지막 단계  보스머리위에 무슨 타이머같은게  있더라구여  좀 힘들긴한데  차라리 40찍고 가면되나여 ?",지금 3지역에서 마지막단계 앞두고 있습니다 전사 39 궁수39 법사 36인가? 하는데 장비는 전사 5상 4상정도 있고 궁수도 법사도 거의 비슷한데 3지역 마지막 단계 보스머리위에 무슨 타이머같은게 있더라구여 좀 힘들긴한데 차라리 40찍고 가면되나여 ?,"['지역', '마지막', '단계', '앞두', '전사', '궁수', '법사', '하', '장비', '전사', '5상', '상정', '있', '궁', '수도', '법사', '지역', '마지막', '단계', '보스', '머리', '위', '타이머', '같', '것', '있', '힘들', '찍', '가', '되']",True,육성_레벨링,0.95,
f92dfu0biJI,264렙인데 해변 암석 3에서 쭉~ 사냥하나요? 아르크스 265 찍어야 넘어갈수있다는데...?,0,2026-08-05 04:25:29+00:00,264렙인데 해변 암석 3에서 쭉~ 사냥하나요? 아르크스 265 찍어야 넘어갈수있다는데...?,264렙인데 해변 암석 3에서 쭉 사냥하나요? 아르크스 265 찍어야 넘어갈수있다는데 ?,"['렙', '해변', '암석', '사냥', '아르크스', '찍', '넘어가', '수', '있']",True,사냥,0.95,
bvjkNF-9wGA,이제 레테까지 5황 아닌가여 ㄷㄷ,0,2026-08-05 01:20:54+00:00,이제 레테까지 5황 아닌가여 ㄷㄷ,이제 레테까지 5황 아닌가여 ㄷㄷ,"['레테', '황']",True,직업_캐릭터,0.95,
j__MUJTquJw,3-9때 전사가 영상처럼안죽는데 어떻게하나요?,0,2026-08-04 22:32:10+00:00,3-9때 전사가 영상처럼안죽는데 어떻게하나요?,3 9때 전사가 영상처럼안죽는데 어떻게하나요?,"['때', '전사', '영상', '죽', '어떻', '하']",True,보스,0.95,
f3DLA1EU8vw,"카오스 1-1이 2분4초 나오고 1-2가 3분35초나와서 멘탈큐어로 효율계산해보니까 1-2가 더 경험치 효율이 좋다고 나오는
빠르게 클리어하는 쪽이 괜찮을까요 효율쪽이 괜찮을까요?",0,2026-08-04 17:26:07+00:00,"카오스 1-1이 2분4초 나오고 1-2가 3분35초나와서 멘탈큐어로 효율계산해보니까 1-2가 더 경험치 효율이 좋다고 나오는
빠르게 클리어하는 쪽이 괜찮을까요 효율쪽이 괜찮을까요?",카오스 1 1이 2분4초 나오고 1 2가 3분35초나와서 멘탈큐어로 효율계산해보니까 1 2가 더 경험치 효율이 좋다고 나오는 빠르게 클리어하는 쪽이 괜찮을까요 효율쪽이 괜찮을까요?,"['카오스', '분', '초', '나오', '가', '분', '초', '나오', '멘탈', '큐', '어', '효율', '계산', '경험', '효율', '좋', '나오', '빠르', '클리어', '쪽', '괜찮', '효율', '쪽', '괜찮']",True,사냥,0.95,
rEMZwLbgmcw,제로는어떻게되나요...?ㅠㅠ,1,2026-08-04 16:05:08+00:00,제로는어떻게되나요...?ㅠㅠ,제로는어떻게되나요 ?ㅠㅠ,"['어떻', '되']",True,직업_캐릭터,1.0,
FMUmSNtWlEU,방금 시작했는데 슈피겔만이 없어졌는데 이런 경우에는 어떡해야하나요?,3,2026-08-04 15:48:09+00:00,방금 시작했는데 슈피겔만이 없어졌는데 이런 경우에는 어떡해야하나요?,방금 시작했는데 슈피겔만이 없어졌는데 이런 경우에는 어떡해야하나요?,"['시작', '슈피겔만', '없', '경우', '어떡하']",True,육성_레벨링,1.0,
j__MUJTquJw,"6:01 길뚫 세팅 
10:20 반복 사냥 세티ㅇ",0,2026-08-04 10:55:45+00:00,"6:01 길뚫 세팅 
10:20 반복 사냥 세티ㅇ",6 01 길뚫 세팅 10 20 반복 사냥 세티ㅇ,"['길', '뚫', '세팅', '반복', '사냥', '세', '티']",True,사냥,0.9,
j__MUJTquJw,맑음형님 메m공략만들어주세여ㅠ,0,2026-08-04 08:45:45+00:00,맑음형님 메m공략만들어주세여ㅠ,맑음형님 메m공략만들어주세여ㅠ,"['맑음', '형', '메', '공략', '들']",True,기타,0.95,
Q-b20FJZ0jQ,던파유저인데 지근 찍먹할려하는데 지금시작해도 괜찮나용 못하는건지 궁금하네용,0,2026-08-04 08:35:12+00:00,던파유저인데 지근 찍먹할려하는데 지금시작해도 괜찮나용 못하는건지 궁금하네용,던파유저인데 지근 찍먹할려하는데 지금시작해도 괜찮나용 못하는건지 궁금하네용,"['던', '파', '유저', '근', '먹', '시작', '괜찮', '용', '하', '거', '궁금하']",True,육성_레벨링,1.0,
